Date,WCS- Sales_Accessories,Ordered Units_Accessories,Ship Charge_Accessories,Ship Tax Amount_Accessories,Tax Amount_Accessories,Total Shipping Cost_Accessories,Discount_Accessories,WCS- Sales_Footwear,Ordered Units_Footwear,Ship Charge_Footwear,Ship Tax Amount_Footwear,Tax Amount_Footwear,Total Shipping Cost_Footwear,Discount_Footwear,WCS- Sales_Apparel,Ordered Units_Apparel,Ship Charge_Apparel,Ship Tax Amount_Apparel,Tax Amount_Apparel,Total Shipping Cost_Apparel,Discount_Apparel,WCS- Sales_Custom,Ordered Units_Custom,Ship Charge_Custom,Ship Tax Amount_Custom,Tax Amount_Custom,Total Shipping Cost_Custom,Discount_Custom,WCS- Sales_Equipment,Ordered Units_Equipment,Ship Charge_Equipment,Ship Tax Amount_Equipment,Tax Amount_Equipment,Total Shipping Cost_Equipment,Discount_Equipment,WCS- Sales_Other,Ordered Units_Other,Ship Charge_Other,Ship Tax Amount_Other,Tax Amount_Other,Total Shipping Cost_Other,Discount_Other, # of Orders , # of Page Views ,YoY Product Views %,YoY Units %,YoY Sales USD %,YoY Visitors %,YoY Page Views %,YoY Avg. Unit Retail %, # of Product Views , # of Units , # of Visitors , Sales (USD) ,YoY Avg. Order Value %,Conversion Rate,YoY Conv Rate %,YoY Orders %, AUR , AOV 
2016-03-05, $996 , 79 , 331 , 1 , 55 , 332 ,-24.25238095," $48,111 ", 383 ," 3,705 ", 28 ," 3,150 "," 3,733 ",-69.62462687," $5,022 ", 65 , 367 , -   , 272 , 367 ,-29.26333333, $215 , 9 , 37 , -   , 10 , 37 ,-6.138333333, $339 , 3 , 27 , 1 , 23 , 28 ,-3.73,,,,,,,,399,"208,660",,6.64%,-0.54%,-12.35%,,-6.73%, -   ,514,"48,597"," $52,222.38 ",-11.01%,0.82%,0.275185227,0.117647059, $101.60 , $130.88 
2016-03-06," $1,274 ", 105 , 492 , 1 , 133 , 493 ,-27.45793103," $50,709 ", 401 ," 3,854 ", 24 ," 3,346 "," 3,878 ",-67.34309859," $7,403 ", 95 , 519 , 1 , 352 , 520 ,-22.66888889, $109 , 5 , 20 , -   , 7 , 20 ,-15.55, $78 , 1 , 10 , -   , 8 , 10 ,-9.95,,,,,,,,454,"232,546",,1.03%,-4.00%,-13.66%,,-4.99%, -   ,586,"54,451"," $58,625.08 ",-10.77%,0.83%,0.246002907,0.075829384, $100.04 , $129.13 
2016-03-07," $1,378 ", 100 , 413 , 2 , 116 , 415 ,-27.6668," $61,181 ", 481 ," 4,376 ", 26 ," 3,962 "," 4,402 ",-89.93866667," $8,176 ", 91 , 496 , 4 , 443 , 500 ,-27.05366667, $127 , 5 , 22 , -   , 6 , 22 ,-4.423333333, $433 , 5 , 52 , 2 , 36 , 53 ,-9.793333333,,,,,,,,468,"197,968",,32.84%,15.79%,-13.73%,,-12.83%, -   ,631,"47,238"," $64,205.97 ",-11.18%,0.99%,0.511011684,0.30362117, $101.75 , $137.19 
2016-03-08," $1,977 ", 109 , 439 , 1 , 113 , 440 ,-38.70045455," $54,681 ", 458 ," 3,891 ", 27 ," 3,430 "," 3,917 ",-107.1873016," $8,134 ", 115 , 587 , 9 , 559 , 596 ,-54.98807692, $87 , 4 , 25 , -   , 4 , 25 ,-6.22, $566 , 7 , 51 , 0 , 27 , 52 ,-8.956,,,,,,,,413,"188,087",,30.80%,2.29%,-15.54%,,-21.80%, -   ,620,"46,920"," $56,096.93 ",-9.35%,0.88%,0.336085081,0.128415301, $90.48 , $135.83 
2016-03-09," $1,474 ", 108 , 483 , 2 , 118 , 486 ,-30.79791667," $50,175 ", 410 ," 3,971 ", 29 ," 3,299 "," 4,000 ",-85.60731343," $6,792 ", 102 , 504 , 3 , 454 , 508 ,-33.78193548, $104 , 4 , 3 , -   , 1 , 3 ,-3.755, $272 , 2 , 12 , -   , 20 , 12 ,-10.77,,,,,,,,435,"186,301",,27.18%,11.99%,-17.23%,,-11.94%, -   ,599,"46,120"," $56,458.17 ",-13.50%,0.94%,0.564182335,0.294642857, $94.25 , $129.79 
2016-03-10," $1,131 ", 93 , 402 , -   , 89 , 402 ,-26.92545455," $52,800 ", 434 ," 4,005 ", 12 ," 3,385 "," 4,016 ",-79.16881579," $9,878 ", 109 , 624 , -   , 367 , 624 ,-50.63451613, $92 , 5 , 16 , -   , 18 , 16 ,-4.786, $78 , 1 , 10 , -   , 7 , 10 ,-9.95,,,,,,,,423,"191,705",,2.85%,-2.82%,-25.82%,,-5.51%, -   ,578,"46,610"," $55,762.74 ",-11.32%,0.91%,0.477346919,0.095854922, $96.48 , $131.83 
2016-03-11," $1,574 ", 90 , 322 , 2 , 120 , 324 ,-28.013," $43,830 ", 363 ," 3,188 ", 17 ," 2,909 "," 3,205 ",-84.63671875," $5,986 ", 79 , 441 , 1 , 386 , 442 ,-34.574, $26 , 2 , 1 , -   , 1 , 1 ,-7.205, $139 , 2 , 7 , -   , 12 , 7 ,-19.68,,,,,,,,349,"170,129",,1.48%,-5.33%,-20.21%,,-6.72%, -   ,479,"41,754"," $46,387.16 ",-14.56%,0.84%,0.388648783,0.107936508, $96.84 , $132.91 
2016-03-12, $853 , 64 , 294 , -   , 48 , 294 ,-29.212," $43,870 ", 343 ," 3,118 ", 15 ," 2,910 "," 3,133 ",-75.59137931," $6,760 ", 95 , 360 , -   , 262 , 360 ,-29.4773913, $55 , 4 , 33 , -   , 5 , 33 ,-8.29,,,,,,,,,,,,,,,332,"175,482",,10.90%,-3.17%,-22.56%,,-12.69%, -   ,478,"41,600"," $47,393.50 ",-12.50%,0.80%,0.428983333,0.106666667, $99.15 , $142.75 
2016-03-13, $797 , 79 , 334 , -   , 54 , 334 ,-29.275," $43,997 ", 361 ," 3,185 ", 15 ," 2,769 "," 3,200 ",-53.45188406," $9,896 ", 111 , 611 , 2 , 661 , 613 ,-32.92125, $82 , 4 , 20 , -   , 6 , 20 ,-3.4025, $147 , 3 , 30 , -   , 14 , 30 ,-19.325,,,,,,,,383,"209,638",,-4.89%,-0.77%,-18.25%,,4.34%, -   ,525,"49,553"," $50,972.76 ",-7.76%,0.77%,0.316074356,0.075842697, $97.09 , $133.09 
2016-03-14," $1,681 ", 139 , 580 , 8 , 156 , 588 ,-32.6564," $51,840 ", 411 ," 3,635 ", 13 ," 3,403 "," 3,648 ",-90.43176471," $6,841 ", 85 , 515 , 5 , 497 , 520 ,-40.94481481, $104 , 5 , 20 , -   , 8 , 20 ,-9.166666667,,,,,,,,,,,,,,,413,"190,392",,25.57%,14.01%,-17.92%,,-9.20%, -   ,609,"46,209"," $56,973.58 ",-6.69%,0.89%,0.488727381,0.221893491, $93.55 , $137.95 
2016-03-15, $862 , 104 , 414 , 1 , 62 , 415 ,-38.354," $42,673 ", 343 ," 3,392 ", 28 ," 2,706 "," 3,421 ",-79.41672727," $8,238 ", 80 , 488 , 4 , 837 , 492 ,-38.47344828, $130 , 5 , 20 , 1 , 12 , 21 ,-4.975, $356 , 5 , 22 , -   , 32 , 22 ,-17.58666667,,,,,,,,389,"177,433",,14.22%,8.89%,-14.29%,,-4.67%, -   ,530,"44,551"," $50,839.70 ",-12.38%,0.87%,0.449969999,0.242811502, $95.92 , $130.69 
2016-03-16," $1,510 ", 81 , 462 , 5 , 117 , 467 ,-21.712," $45,234 ", 357 ," 3,309 ", 21 ," 2,982 "," 3,331 ",-67.26985294," $6,256 ", 81 , 459 , -   , 439 , 459 ,-27.13521739, $72 , 3 , 12 , -   , 6 , 12 ,-5.805, $175 , 3 , 20 , -   , 15 , 20 ,-33.76666667,,,,,,,,346,"192,998",,-7.51%,-8.05%,-4.49%,,-0.58%, -   ,480,"49,909"," $48,711.07 ",-14.43%,0.69%,0.125043231,0.074534161, $101.48 , $140.78 
2016-03-17," $1,791 ", 104 , 346 , 3 , 150 , 349 ,-39.74894737," $52,930 ", 510 ," 4,255 ", 23 ," 3,329 "," 4,277 ",-157.31," $9,931 ", 148 , 839 , 6 , 560 , 844 ,-109.5774194, $194 , 10 , 45 , 0 , 17 , 45 ,-13.035, $498 , 7 , 58 , 2 , 40 , 61 ,-34.25,,,,,,,,497,"190,398",,65.91%,38.56%,-0.42%,,-16.49%, -   ,735,"49,906"," $61,216.11 ",-17.48%,1.00%,0.686153008,0.679054054, $83.29 , $123.17 
2016-03-18," $1,755 ", 98 , 366 , 2 , 190 , 367 ,-43.122," $44,377 ", 398 ," 3,344 ", 16 ," 2,835 "," 3,360 ",-128.7030303," $7,112 ", 120 , 513 , 1 , 510 , 514 ,-52.44741935,,,,,,,, $82 , 2 , 20 , -   , 8 , 20 ,-9.95,,,,,,,,390,"175,644",,33.03%,7.38%,-11.95%,,-19.29%, -   ,588,"45,470"," $50,971.18 ",-11.35%,0.86%,0.375583109,0.211180124, $86.69 , $130.70 
2016-03-19," $1,268 ", 72 , 261 , 1 , 77 , 262 ,-30.51," $40,935 ", 367 ," 3,125 ", 8 ," 2,418 "," 3,133 ",-128.4838983," $6,723 ", 117 , 606 , 0 , 498 , 606 ,-57.69484848,,,,,,,, $375 , 6 , 41 , -   , 31 , 41 ,-57.3075, $16 , 1 , 1 , -   , 1 , 1 ,-21.66,391,"181,346",,39.36%,23.92%,-15.36%,,-11.07%, -   ,563,"45,019"," $49,316.49 ",-12.21%,0.87%,0.667782067,0.411552347, $87.60 , $126.13 
2016-03-20," $1,898 ", 117 , 433 , -   , 142 , 433 ,-37.2984," $59,804 ", 542 ," 4,634 ", 19 ," 4,004 "," 4,652 ",-152.8536364," $10,888 ", 190 , 925 , 2 , 623 , 928 ,-86.79885714, $219 , 9 , 26 , 1 , 14 , 26 ,-5.563333333, $60 , 1 , 10 , -   , 5 , 10 ,-27.55,,,,,,,,580,"220,867",,61.39%,39.94%,-17.31%,,-13.29%, -   ,857,"53,657"," $72,628.88 ",-11.45%,1.08%,0.911319955,0.580381471, $84.75 , $125.22 
2016-03-21," $3,679 ", 167 , 617 , 8 , 235 , 625 ,-64.66041667," $66,849 ", 644 ," 5,507 ", 34 ," 4,121 "," 5,541 ",-197.1330769," $13,122 ", 180 , 890 , 6 , 868 , 896 ,-112.2293548, $48 , 3 , 17 , -   , 3 , 17 ,-11.87, $100 , 2 , 20 , -   , -   , 20 ,-76.22,,,,,,,,649,"208,613",,80.57%,51.12%,-14.06%,,-16.31%, -   ,948,"53,506"," $80,066.42 ",-13.14%,1.21%,1.024582696,0.739946381, $84.46 , $123.37 
2016-03-22," $2,020 ", 121 , 511 , -   , 157 , 511 ,-28.88708333," $45,527 ", 381 ," 3,570 ", 24 ," 2,992 "," 3,594 ",-90.73671875," $7,717 ", 119 , 420 , 1 , 493 , 421 ,-58.28888889, $147 , 10 , 25 , -   , 13 , 25 ,-33.1575, $108 , 2 , 20 , -   , 18 , 20 ,-6.633333333,,,,,,,,391,"178,324",,19.26%,7.56%,-26.95%,,-9.81%, -   ,582,"45,744"," $50,884.14 ",-14.72%,0.85%,0.726581381,0.261290323, $87.43 , $130.14 
2016-03-23, $882 , 82 , 352 , 2 , 52 , 353 ,-47.59352941," $49,706 ", 390 ," 3,639 ", 28 ," 3,415 "," 3,667 ",-71.2288," $3,894 ", 67 , 326 , -   , 229 , 326 ,-32.0652381, $146 , 6 , 5 , -   , 13 , 5 ,-22.23, $258 , 4 , 20 , -   , 44 , 20 ,-8.625,,,,,,,,371,"184,456",,8.11%,17.17%,-14.33%,,8.38%, -   ,520,"48,405"," $51,455.75 ",-0.20%,0.77%,0.370392744,0.174050633, $98.95 , $138.69 
2016-03-24," $1,001 ", 86 , 411 , 1 , 90 , 411 ,-32.53045455," $44,001 ", 367 ," 3,346 ", 17 ," 2,741 "," 3,363 ",-98.12639344," $5,497 ", 86 , 462 , 2 , 334 , 464 ,-46.49103448, $197 , 8 , 10 , -   , 42 , 10 ,-6.7425, $48 , 1 , 10 , -   , 4 , 10 ,-9.95,,,,,,,,376,"177,077",,2.34%,7.51%,-13.83%,,5.05%, -   ,524,"45,308"," $48,279.86 ",-9.36%,0.83%,0.376546199,0.186119874, $92.14 , $128.40 
2016-03-25," $1,017 ", 108 , 391 , -   , 71 , 391 ,-31.70695652," $49,671 ", 417 ," 3,814 ", 28 ," 3,284 "," 3,843 ",-105.4986364," $5,038 ", 77 , 418 , 1 , 316 , 419 ,-32.74272727, $50 , 2 , 6 , -   , 2 , 6 ,-2.9, $156 , 2 , 35 , -   , 14 , 35 ,-20.875,,,,,,,,413,"187,204",,24.25%,25.47%,-8.48%,,0.98%, -   ,579,"48,363"," $52,681.68 ",-0.35%,0.85%,0.375810625,0.259146341, $90.99 , $127.56 
2016-03-26, $690 , 78 , 302 , 0 , 44 , 303 ,-30.01722222," $36,566 ", 311 ," 2,619 ", 10 ," 2,310 "," 2,629 ",-66.45830769," $4,679 ", 74 , 403 , 1 , 293 , 404 ,-32.76111111,,,,,,,, $310 , 4 , 25 , -   , 23 , 25 ,-40.55666667,,,,,,,,318,"178,500",,3.22%,6.57%,-18.25%,,3.25%, -   ,449,"44,247"," $39,978.19 ",3.22%,0.72%,0.262892576,0.032467532, $89.04 , $125.72 
2016-03-27," $1,880 ", 125 , 379 , -   , 118 , 379 ,-38.185," $36,604 ", 305 ," 2,570 ", 19 ," 2,535 "," 2,589 ",-72.155," $7,206 ", 91 , 380 , -   , 471 , 380 ,-47.4048, $54 , 4 , 5 , -   , 4 , 5 ,-29.25, $211 , 2 , 28 , -   , 29 , 28 ,-8.25,,,,,,,,309,"193,242",,-30.79%,-32.65%,-25.17%,,-2.68%, -   ,490,"47,710"," $43,185.90 ",10.73%,0.65%,-0.187119234,-0.391732283, $88.13 , $139.76 
2016-03-28," $2,106 ", 108 , 438 , 1 , 230 , 439 ,-31.684," $46,846 ", 386 ," 3,351 ", 25 ," 3,040 "," 3,376 ",-94.46402985," $9,127 ", 120 , 479 , 2 , 648 , 481 ,-41.64296296, $209 , 8 , 9 , -   , 14 , 9 ,-4.856666667, $446 , 4 , 30 , -   , 9 , 30 ,-9.95,,,,,,,,377,"195,467",,-23.60%,-13.16%,-12.65%,,13.67%, -   ,518,"49,688"," $48,527.01 ",2.28%,0.76%,-0.027982494,-0.150900901, $93.68 , $128.72 
2016-03-29," $1,334 ", 105 , 462 , -   , 129 , 462 ,-35.57461538," $50,726 ", 421 ," 3,563 ", 18 ," 3,521 "," 3,581 ",-120.4584615," $7,792 ", 84 , 394 , -   , 590 , 394 ,-48.37772727, $71 , 3 , 13 , -   , 4 , 13 ,-6.395,,,,,,,,,,,,,,,377,"182,686",,-33.78%,-17.94%,-21.41%,,23.93%, -   ,543,"47,192"," $51,162.70 ",11.45%,0.80%,-0.063082064,-0.263671875, $94.22 , $135.71 
2016-03-30," $1,723 ", 128 , 523 , 1 , 176 , 524 ,-41.7408," $44,817 ", 375 ," 3,307 ", 30 ," 2,714 "," 3,338 ",-141.1577358," $6,844 ", 103 , 427 , 2 , 248 , 429 ,-76.3652381, $123 , 5 , 11 , -   , 2 , 11 ,-5.516666667, $633 , 7 , 20 , -   , 18 , 20 ,-52.96,,,,,,,,359,"173,935",,-13.22%,-14.76%,-16.09%,,-1.77%, -   ,571,"45,259"," $48,667.96 ",4.71%,0.79%,-0.029798711,-0.185941043, $85.23 , $135.57 
2016-03-31," $1,042 ", 99 , 376 , -   , 78 , 376 ,-44.62," $46,891 ", 417 ," 3,490 ", 20 ," 3,018 "," 3,510 ",-134.7256897," $8,036 ", 120 , 451 , 2 , 403 , 453 ,-64.90925926, $180 , 8 , 36 , -   , 11 , 36 ,-11.1025, $52 , 1 , -   , -   , 9 , -   ,-2.9,,,,,,,,398,"176,524",,22.29%,23.08%,-18.33%,,0.65%, -   ,609,"46,217"," $52,378.44 ",1.74%,0.86%,0.481317451,0.209726444, $86.01 , $131.60 
2016-04-01," $1,267 ", 82 , 292 , -   , 109 , 292 ,-30.97434783," $45,642 ", 395 ," 3,496 ", 20 ," 2,898 "," 3,516 ",-80.28890411," $5,165 ", 68 , 381 , -   , 425 , 381 ,-46.85869565, $51 , 2 , 13 , -   , 4 , 13 ,-4.98, $69 , 1 , 10 , -   , 6 , 10 ,-18.75,,,,,,,,377,"151,163",,20.05%,13.46%,-16.85%,,-5.48%, -   ,521,"39,601"," $49,104.11 ",-7.91%,0.95%,0.481691804,0.232026144, $94.25 , $130.25 
2016-04-02, $632 , 70 , 276 , -   , 37 , 276 ,-27.83736842," $32,973 ", 271 ," 2,418 ", 19 ," 2,097 "," 2,437 ",-50.64292308," $4,797 ", 80 , 350 , 0 , 309 , 350 ,-27.08291667, $55 , 3 , 21 , -   , 3 , 21 ,-7.003333333, $60 , 1 , 10 , -   , 12 , 10 ,-8.875,,,,,,,,300,"158,450",,-4.63%,-4.76%,-9.34%,,-0.13%, -   ,412,"40,049"," $37,779.58 ",-7.30%,0.75%,0.133217972,0.02739726, $91.70 , $125.93 
2016-04-03," $1,132 ", 97 , 402 , 1 , 78 , 403 ,-36.40545455," $45,678 ", 378 ," 3,430 ", 29 ," 2,883 "," 3,459 ",-66.23435484," $3,314 ", 43 , 242 , -   , 248 , 242 ,-28.24125, $95 , 5 , 24 , -   , 10 , 24 ,-7.3675, $78 , 1 , 10 , -   , 6 , 10 ,-9.95,,,,,,,,388,"192,255",,1.56%,16.87%,-5.26%,,15.07%, -   ,521,"47,200"," $49,747.33 ",-6.63%,0.82%,0.321034992,0.251612903, $95.48 , $128.21 
2016-04-04," $1,101 ", 109 , 483 , -   , 78 , 483 ,-36.4728," $50,782 ", 436 ," 3,714 ", 35 ," 3,376 "," 3,749 ",-95.5234375," $4,150 ", 54 , 295 , 2 , 242 , 297 ,-52.03625, $15 , 1 , 10 , -   , 1 , 10 ,-12.75,,,,,,,,,,,,,,,394,"165,058",,2.37%,4.43%,-13.24%,,2.01%, -   ,561,"42,205"," $51,615.98 ",1.25%,0.93%,0.188868841,0.031413613, $92.01 , $131.01 
2016-04-05," $1,032 ", 105 , 442 , 0 , 97 , 442 ,-35.989," $38,915 ", 317 ," 3,007 ", 24 ," 2,421 "," 3,031 ",-78.91321429," $4,984 ", 84 , 265 , 1 , 357 , 266 ,-41.1852381, $30 , 2 , 12 , -   , 4 , 12 ,-8.77, $211 , 2 , 30 , -   , 19 , 30 ,-11.235,,,,,,,,335,"163,555",,-38.82%,-37.87%,-19.62%,,1.54%, -   ,487,"42,302"," $43,733.04 ",-4.86%,0.79%,-0.187590198,-0.346978558, $89.80 , $130.55 
2016-04-06," $1,030 ", 92 , 414 , 1 , 83 , 415 ,-35.07611111," $42,394 ", 366 ," 3,270 ", 18 ," 2,828 "," 3,287 ",-87.3425," $7,361 ", 91 , 391 , 1 , 374 , 392 ,-40.631875, $85 , 5 , 25 , -   , -   , 25 ,-6.162, $190 , 1 , 18 , 1 , 11 , 19 ,0.0,,,,,,,,364,"165,537",,-10.09%,-10.84%,-15.43%,,-0.83%, -   ,517,"41,648"," $47,026.14 ",4.11%,0.87%,0.012678584,-0.143529412, $90.96 , $129.19 
2016-04-07," $1,628 ", 79 , 446 , 1 , 113 , 447 ,-23.39666667," $42,587 ", 354 ," 3,181 ", 27 ," 2,908 "," 3,208 ",-68.4692," $7,858 ", 97 , 520 , 4 , 466 , 524 ,-37.55962963, $342 , 15 , 33 , -   , 7 , 33 ,-15.515, $88 , 1 , 10 , -   , 8 , 10 ,-9.95,,,,,,,,373,"172,905",,-10.77%,-12.40%,-1.69%,,-1.83%, -   ,522,"44,190"," $49,859.22 ",-5.59%,0.84%,-0.056181527,-0.072139303, $95.52 , $133.67 
2016-04-08," $1,417 ", 102 , 379 , 2 , 88 , 381 ,-27.92565217," $44,104 ", 364 ," 3,228 ", 13 ," 2,942 "," 3,241 ",-81.58032787," $2,604 ", 42 , 271 , 1 , 208 , 272 ,-22.905625, $198 , 8 , 12 , -   , 17 , 12 ,-8.666666667, $544 , 3 , 30 , -   , 33 , 30 ,-16.55,,,,,,,,334,"153,686",,1311.76%,1224.45%,502.58%,,-6.18%, -   ,480,"39,439"," $43,721.45 ",-0.86%,0.85%,1.217125181,12.36, $91.09 , $130.90 
2016-04-09," $1,299 ", 59 , 269 , -   , 69 , 269 ,-28.97470588," $43,481 ", 345 ," 2,967 ", 14 ," 2,717 "," 2,981 ",-84.33947368," $4,690 ", 67 , 371 , -   , 308 , 371 ,-38.420625, $117 , 6 , 35 , -   , 4 , 35 ,-10.8075, $138 , 1 , 10 , -   , 9 , 10 ,-9.95,,,,,,,,326,"163,433",,45000.00%,48935.03%,512575.00%,82027.14%,8.73%, -   ,451,"41,014"," $46,583.28 ",50.41%,0.79%,-0.936411957,325.0, $103.29 , $142.89 
2016-04-10, $648 , 89 , 421 , -   , 42 , 421 ,-33.354," $45,633 ", 371 ," 3,160 ", 19 ," 2,798 "," 3,179 ",-51.55298507," $7,090 ", 70 , 425 , 1 , 508 , 426 ,-50.231, $228 , 10 , 19 , -   , 11 , 19 ,-7.306666667, $88 , 1 , 10 , -   , 6 , 10 ,-9.95,,,,,,,,388,"197,807",,,,194136.00%,22125.51%,, -   ,536,"48,559"," $52,777.93 ",,0.80%,,, $98.47 , $136.03 
2016-04-11," $1,320 ", 117 , 482 , -   , 96 , 482 ,-45.9035," $42,680 ", 357 ," 3,247 ", 34 ," 2,990 "," 3,281 ",-75.76064516," $4,215 ", 64 , 286 , 1 , 271 , 287 ,-30.90294118, $176 , 7 , 19 , 1 , 13 , 20 ,-4.026666667,,,,,,,,,,,,,,,343,"170,691",,244.22%,1245.93%,46797.83%,4602.23%,291.01%, -   ,506,"43,146"," $44,523.21 ",-17.60%,0.79%,-0.965172515,15.33333333, $87.99 , $129.81 
2016-04-12," $1,003 ", 69 , 263 , 1 , 61 , 264 ,-26.68888889," $46,748 ", 381 ," 3,496 ", 22 ," 3,011 "," 3,518 ",-85.11014706," $4,448 ", 66 , 363 , -   , 264 , 363 ,-32.21521739, $241 , 10 , 31 , -   , 12 , 31 ,-10.23,,,,,,,,,,,,,,,369,"176,804",,138.97%,196.42%,132.00%,109.44%,24.04%, -   ,509,"45,322"," $50,620.49 ",7.64%,0.81%,0.186932214,1.753731343, $99.45 , $137.18 
2016-04-13, $720 , 57 , 260 , -   , 57 , 260 ,-27.144375," $34,885 ", 281 ," 2,683 ", 26 ," 2,158 "," 2,709 ",-78.0972549," $4,255 ", 44 , 288 , 2 , 324 , 290 ,-24.8695, $150 , 6 , 18 , -   , 7 , 18 ,-4.5625, $146 , 2 , 20 , -   , 13 , 20 ,-9.95,,,,,,,,282,"151,888",,12.16%,19.60%,-13.82%,-16.68%,6.64%, -   ,369,"39,121"," $37,887.45 ",-7.12%,0.72%,0.494114677,0.287671233, $102.68 , $134.35 
2016-04-14, $499 , 68 , 282 , -   , 44 , 282 ,-42.67333333," $36,874 ", 318 ," 2,905 ", 16 ," 2,374 "," 2,921 ",-58.66633333," $6,253 ", 92 , 397 , -   , 372 , 397 ,-28.82793103, $293 , 13 , 99 , 3 , 23 , 102 ,-7.943333333, $100 , 3 , 20 , -   , 3 , 20 ,-55.6,,,,,,,,320,"156,297",,30.66%,9.47%,-6.66%,-22.87%,-16.22%, -   ,456,"40,659"," $39,787.97 ",-15.85%,0.79%,0.393657381,0.300813008, $87.25 , $124.34 
2016-04-15," $1,344 ", 88 , 432 , 1 , 62 , 432 ,-36.27086957," $32,412 ", 285 ," 2,524 ", 20 ," 1,939 "," 2,543 ",-75.4264," $5,198 ", 91 , 455 , 2 , 325 , 457 ,-45.57576923, $136 , 7 , 35 , -   , 10 , 35 ,-30.015,,,,,,,,,,,,,,,318,"153,772",,22.35%,9.22%,-2.88%,-24.77%,-10.72%, -   ,438,"41,124"," $36,008.16 ",-20.31%,0.77%,0.411353048,0.370689655, $82.21 , $113.23 
2016-04-16, $866 , 90 , 310 , -   , 66 , 310 ,-32.45565217," $33,299 ", 289 ," 2,436 ", 7 ," 2,064 "," 2,444 ",-69.66436364," $3,674 ", 63 , 263 , 1 , 208 , 264 ,-39.78090909, $148 , 6 , 20 , -   , 13 , 20 ,-4.9775, $93 , 1 , 5 , -   , 9 , 5 ,-4.97,,,,,,,,297,"151,904",,35.17%,23.72%,8.54%,-15.47%,-8.47%, -   ,442,"39,721"," $37,517.33 ",-7.94%,0.75%,0.238196261,0.343891403, $84.88 , $126.32 
2016-04-17," $1,206 ", 87 , 333 , 1 , 73 , 334 ,-40.58611111," $34,301 ", 308 ," 2,605 ", 12 ," 2,202 "," 2,616 ",-52.40186441," $4,107 ", 87 , 448 , 0 , 247 , 448 ,-52.03541667, $107 , 6 , 12 , -   , 7 , 12 ,-15.25,,,,,,,,,,,,,,,321,"183,304",,12.44%,1.36%,-0.11%,-21.66%,-9.86%, -   ,470,"47,632"," $38,849.28 ",-11.90%,0.67%,0.15179368,0.150537634, $82.66 , $121.03 
2016-04-18," $2,076 ", 131 , 422 , 1 , 121 , 424 ,-50.95428571," $41,710 ", 386 ," 3,436 ", 33 ," 2,964 "," 3,470 ",-108.8503125," $6,001 ", 120 , 509 , 2 , 394 , 512 ,-72.89884615, $292 , 13 , 44 , -   , 19 , 44 ,-11.92833333,,,,,,,,,,,,,,,375,"157,213",,20.86%,-8.12%,-1.31%,-23.39%,-23.98%, -   ,591,"41,822"," $43,221.45 ",-20.62%,0.90%,0.172711465,0.157407407, $73.13 , $115.26 
2016-04-19," $1,569 ", 110 , 361 , -   , 125 , 361 ,-63.818125," $40,152 ", 365 ," 3,257 ", 18 ," 2,508 "," 3,275 ",-116.3227451," $7,395 ", 113 , 449 , 5 , 457 , 453 ,-62.81962963, $140 , 6 , 28 , -   , 10 , 28 ,-6.9125, $320 , 3 , 21 , -   , 23 , 21 ,-10.50666667,,,,,,,,361,"160,585",,24.56%,5.34%,-8.05%,-24.41%,-15.43%, -   ,568,"43,027"," $46,850.06 ",-13.92%,0.84%,0.330894318,0.223728814, $82.48 , $129.78 
2016-04-20," $1,660 ", 143 , 458 , 1 , 124 , 459 ,-55.9416," $43,016 ", 382 ," 3,423 ", 26 ," 2,699 "," 3,450 ",-87.22714286," $5,107 ", 100 , 480 , 3 , 285 , 482 ,-68.83809524, $166 , 7 , 36 , 1 , 7 , 36 ,-6.018, $387 , 3 , 13 , -   , 13 , 13 ,-6.41,,,,,,,,373,"165,710",,11.18%,16.51%,3.96%,-25.41%,4.79%, -   ,527,"44,791"," $43,513.67 ",-15.04%,0.83%,0.319123163,0.371323529, $82.57 , $116.66 
2016-04-21," $2,611 ", 106 , 361 , 2 , 214 , 363 ,-32.3925," $34,624 ", 304 ," 2,591 ", 13 ," 1,999 "," 2,604 ",-79.27384615," $5,354 ", 110 , 472 , 1 , 329 , 473 ,-52.07758621, $136 , 6 , 27 , -   , 2 , 27 ,-6.428, $252 , 3 , 22 , -   , 13 , 22 ,-7.296666667,,,,,,,,307,"155,545",,31.55%,19.61%,2.27%,-25.03%,-9.07%, -   ,442,"42,719"," $37,805.32 ",-12.73%,0.72%,0.340153511,0.370535714, $85.53 , $123.14 
2016-04-22, $944 , 84 , 320 , -   , 97 , 320 ,-33.7226087," $37,132 ", 329 ," 2,709 ", 11 ," 2,501 "," 2,719 ",-83.74363636," $4,911 ", 107 , 407 , -   , 285 , 407 ,-86.08045455, $251 , 11 , 52 , -   , 11 , 52 ,-14.2925, $171 , 2 , 15 , -   , 22 , 15 ,-4.973333333,,,,,,,,333,"154,493",,34.82%,28.07%,1.33%,-24.47%,-5.00%, -   ,484,"42,820"," $41,391.38 ",-15.00%,0.78%,0.486940809,0.50678733, $85.52 , $124.30 
